country,iso3c,date,confirmed,deaths,recovered
Angola,AGO,2020-02-26,0,0,0
Angola,AGO,2020-02-27,0,0,0
Angola,AGO,2020-02-28,0,0,0
Angola,AGO,2020-02-29,0,0,0
Angola,AGO,2020-03-01,0,0,0
Angola,AGO,2020-03-02,0,0,0
Angola,AGO,2020-03-03,0,0,0
Angola,AGO,2020-03-04,0,0,0
Angola,AGO,2020-03-05,0,0,0
Angola,AGO,2020-03-06,0,0,0
Angola,AGO,2020-03-07,0,0,0
Angola,AGO,2020-03-08,0,0,0
Angola,AGO,2020-03-09,0,0,0
Angola,AGO,2020-03-10,0,0,0
Angola,AGO,2020-03-11,0,0,0
Angola,AGO,2020-03-12,0,0,0
Angola,AGO,2020-03-13,0,0,0
Angola,AGO,2020-03-14,0,0,0
Angola,AGO,2020-03-15,0,0,0
Angola,AGO,2020-03-16,0,0,0
Angola,AGO,2020-03-17,0,0,0
Angola,AGO,2020-03-18,0,0,0
Angola,AGO,2020-03-19,0,0,0
Angola,AGO,2020-03-20,1,0,0
Angola,AGO,2020-03-21,2,0,0
Angola,AGO,2020-03-22,2,0,0
Angola,AGO,2020-03-23,3,0,0
Angola,AGO,2020-03-24,3,0,0
Angola,AGO,2020-03-25,3,0,0
Angola,AGO,2020-03-26,4,0,0
Angola,AGO,2020-03-27,4,0,0
Angola,AGO,2020-03-28,5,0,0
Albania,ALB,2020-01-22,0,0,0
Albania,ALB,2020-01-23,0,0,0
Albania,ALB,2020-01-24,0,0,0
Albania,ALB,2020-01-25,0,0,0
Albania,ALB,2020-01-26,0,0,0
Albania,ALB,2020-01-27,0,0,0
Albania,ALB,2020-01-28,0,0,0
Albania,ALB,2020-01-29,0,0,0
Albania,ALB,2020-01-30,0,0,0
Albania,ALB,2020-01-31,0,0,0
Albania,ALB,2020-02-01,0,0,0
Albania,ALB,2020-02-02,0,0,0
Albania,ALB,2020-02-03,0,0,0
Albania,ALB,2020-02-04,0,0,0
Albania,ALB,2020-02-05,0,0,0
Albania,ALB,2020-02-06,0,0,0
Albania,ALB,2020-02-07,0,0,0
Albania,ALB,2020-02-08,0,0,0
Albania,ALB,2020-02-09,0,0,0
Albania,ALB,2020-02-10,0,0,0
Albania,ALB,2020-02-11,0,0,0
Albania,ALB,2020-02-12,0,0,0
Albania,ALB,2020-02-13,0,0,0
Albania,ALB,2020-02-14,0,0,0
Albania,ALB,2020-02-15,0,0,0
Albania,ALB,2020-02-16,0,0,0
Albania,ALB,2020-02-17,0,0,0
Albania,ALB,2020-02-18,0,0,0
Albania,ALB,2020-02-19,0,0,0
Albania,ALB,2020-02-20,0,0,0
Albania,ALB,2020-02-21,0,0,0
Albania,ALB,2020-02-22,0,0,0
Albania,ALB,2020-02-23,0,0,0
Albania,ALB,2020-02-24,0,0,0
Albania,ALB,2020-02-25,0,0,0
Albania,ALB,2020-02-26,0,0,0
Albania,ALB,2020-02-27,0,0,0
Albania,ALB,2020-02-28,0,0,0
Albania,ALB,2020-02-29,0,0,0
Albania,ALB,2020-03-01,0,0,0
Albania,ALB,2020-03-02,0,0,0
Albania,ALB,2020-03-03,0,0,0
Albania,ALB,2020-03-04,0,0,0
Albania,ALB,2020-03-05,0,0,0
Albania,ALB,2020-03-06,0,0,0
Albania,ALB,2020-03-07,0,0,0
Albania,ALB,2020-03-08,0,0,0
Albania,ALB,2020-03-09,2,0,0
Albania,ALB,2020-03-10,10,0,0
Albania,ALB,2020-03-11,12,1,0
Albania,ALB,2020-03-12,23,1,0
Albania,ALB,2020-03-13,33,1,0
Albania,ALB,2020-03-14,38,1,0
Albania,ALB,2020-03-15,42,1,0
Albania,ALB,2020-03-16,51,1,0
Albania,ALB,2020-03-17,55,1,0
Albania,ALB,2020-03-18,59,2,0
Albania,ALB,2020-03-19,64,2,0
Albania,ALB,2020-03-20,70,2,0
Albania,ALB,2020-03-21,76,2,2
Albania,ALB,2020-03-22,89,2,2
Albania,ALB,2020-03-23,104,4,2
Albania,ALB,2020-03-24,123,5,10
Albania,ALB,2020-03-25,146,5,17
Albania,ALB,2020-03-26,174,6,17
Albania,ALB,2020-03-27,186,8,31
Albania,ALB,2020-03-28,197,10,31
Andorra,AND,2020-01-22,0,0,0
Andorra,AND,2020-01-23,0,0,0
Andorra,AND,2020-01-24,0,0,0
Andorra,AND,2020-01-25,0,0,0
Andorra,AND,2020-01-26,0,0,0
Andorra,AND,2020-01-27,0,0,0
Andorra,AND,2020-01-28,0,0,0
Andorra,AND,2020-01-29,0,0,0
Andorra,AND,2020-01-30,0,0,0
Andorra,AND,2020-01-31,0,0,0
Andorra,AND,2020-02-01,0,0,0
Andorra,AND,2020-02-02,0,0,0
Andorra,AND,2020-02-03,0,0,0
Andorra,AND,2020-02-04,0,0,0
Andorra,AND,2020-02-05,0,0,0
Andorra,AND,2020-02-06,0,0,0
Andorra,AND,2020-02-07,0,0,0
Andorra,AND,2020-02-08,0,0,0
Andorra,AND,2020-02-09,0,0,0
Andorra,AND,2020-02-10,0,0,0
Andorra,AND,2020-02-11,0,0,0
Andorra,AND,2020-02-12,0,0,0
Andorra,AND,2020-02-13,0,0,0
Andorra,AND,2020-02-14,0,0,0
Andorra,AND,2020-02-15,0,0,0
Andorra,AND,2020-02-16,0,0,0
Andorra,AND,2020-02-17,0,0,0
Andorra,AND,2020-02-18,0,0,0
Andorra,AND,2020-02-19,0,0,0
Andorra,AND,2020-02-20,0,0,0
Andorra,AND,2020-02-21,0,0,0
Andorra,AND,2020-02-22,0,0,0
Andorra,AND,2020-02-23,0,0,0
Andorra,AND,2020-02-24,0,0,0
Andorra,AND,2020-02-25,0,0,0
Andorra,AND,2020-02-26,0,0,0
Andorra,AND,2020-02-27,0,0,0
Andorra,AND,2020-02-28,0,0,0
Andorra,AND,2020-02-29,0,0,0
Andorra,AND,2020-03-01,0,0,0
Andorra,AND,2020-03-02,1,0,0
Andorra,AND,2020-03-03,1,0,0
Andorra,AND,2020-03-04,1,0,0
Andorra,AND,2020-03-05,1,0,0
Andorra,AND,2020-03-06,1,0,0
Andorra,AND,2020-03-07,1,0,0
Andorra,AND,2020-03-08,1,0,0
Andorra,AND,2020-03-09,1,0,0
Andorra,AND,2020-03-10,1,0,0
Andorra,AND,2020-03-11,1,0,0
Andorra,AND,2020-03-12,1,0,1
Andorra,AND,2020-03-13,1,0,0
Andorra,AND,2020-03-14,1,0,1
Andorra,AND,2020-03-15,1,0,1
Andorra,AND,2020-03-16,2,0,1
Andorra,AND,2020-03-17,39,0,1
Andorra,AND,2020-03-18,39,0,1
Andorra,AND,2020-03-19,53,0,1
Andorra,AND,2020-03-20,75,0,1
Andorra,AND,2020-03-21,88,0,1
Andorra,AND,2020-03-22,113,1,1
Andorra,AND,2020-03-23,133,1,1
Andorra,AND,2020-03-24,164,1,1
Andorra,AND,2020-03-25,188,1,1
Andorra,AND,2020-03-26,224,3,1
Andorra,AND,2020-03-27,267,3,1
Andorra,AND,2020-03-28,308,3,1
United Arab Emirates,ARE,2020-01-22,0,0,0
United Arab Emirates,ARE,2020-01-23,0,0,0
United Arab Emirates,ARE,2020-01-24,0,0,0
United Arab Emirates,ARE,2020-01-25,0,0,0
United Arab Emirates,ARE,2020-01-26,0,0,0
United Arab Emirates,ARE,2020-01-27,0,0,0
United Arab Emirates,ARE,2020-01-28,0,0,0
United Arab Emirates,ARE,2020-01-29,4,0,0
United Arab Emirates,ARE,2020-01-30,4,0,0
United Arab Emirates,ARE,2020-01-31,4,0,0
United Arab Emirates,ARE,2020-02-01,4,0,0
United Arab Emirates,ARE,2020-02-02,5,0,0
United Arab Emirates,ARE,2020-02-03,5,0,0
United Arab Emirates,ARE,2020-02-04,5,0,0
United Arab Emirates,ARE,2020-02-05,5,0,0
United Arab Emirates,ARE,2020-02-06,5,0,0
United Arab Emirates,ARE,2020-02-07,5,0,0
United Arab Emirates,ARE,2020-02-08,7,0,0
United Arab Emirates,ARE,2020-02-09,7,0,0
United Arab Emirates,ARE,2020-02-10,8,0,0
United Arab Emirates,ARE,2020-02-11,8,0,0
United Arab Emirates,ARE,2020-02-12,8,0,1
United Arab Emirates,ARE,2020-02-13,8,0,1
United Arab Emirates,ARE,2020-02-14,8,0,1
United Arab Emirates,ARE,2020-02-15,8,0,3
United Arab Emirates,ARE,2020-02-16,9,0,4
United Arab Emirates,ARE,2020-02-17,9,0,4
United Arab Emirates,ARE,2020-02-18,9,0,4
United Arab Emirates,ARE,2020-02-19,9,0,4
United Arab Emirates,ARE,2020-02-20,9,0,4
United Arab Emirates,ARE,2020-02-21,9,0,4
United Arab Emirates,ARE,2020-02-22,13,0,4
United Arab Emirates,ARE,2020-02-23,13,0,4
United Arab Emirates,ARE,2020-02-24,13,0,4
United Arab Emirates,ARE,2020-02-25,13,0,4
United Arab Emirates,ARE,2020-02-26,13,0,4
United Arab Emirates,ARE,2020-02-27,13,0,4
United Arab Emirates,ARE,2020-02-28,19,0,5
United Arab Emirates,ARE,2020-02-29,21,0,5
United Arab Emirates,ARE,2020-03-01,21,0,5
United Arab Emirates,ARE,2020-03-02,21,0,5
United Arab Emirates,ARE,2020-03-03,27,0,5
United Arab Emirates,ARE,2020-03-04,27,0,5
United Arab Emirates,ARE,2020-03-05,29,0,5
United Arab Emirates,ARE,2020-03-06,29,0,5
United Arab Emirates,ARE,2020-03-07,45,0,7
United Arab Emirates,ARE,2020-03-08,45,0,7
United Arab Emirates,ARE,2020-03-09,45,0,7
United Arab Emirates,ARE,2020-03-10,74,0,12
United Arab Emirates,ARE,2020-03-11,74,0,17
United Arab Emirates,ARE,2020-03-12,85,0,17
United Arab Emirates,ARE,2020-03-13,85,0,17
United Arab Emirates,ARE,2020-03-14,85,0,17
United Arab Emirates,ARE,2020-03-15,98,0,23
United Arab Emirates,ARE,2020-03-16,98,0,23
United Arab Emirates,ARE,2020-03-17,98,0,23
United Arab Emirates,ARE,2020-03-18,113,0,26
United Arab Emirates,ARE,2020-03-19,140,0,31
United Arab Emirates,ARE,2020-03-20,140,2,31
United Arab Emirates,ARE,2020-03-21,153,2,38
United Arab Emirates,ARE,2020-03-22,153,2,38
United Arab Emirates,ARE,2020-03-23,198,2,38
United Arab Emirates,ARE,2020-03-24,248,2,45
United Arab Emirates,ARE,2020-03-25,333,2,52
United Arab Emirates,ARE,2020-03-26,333,2,52
United Arab Emirates,ARE,2020-03-27,405,2,52
United Arab Emirates,ARE,2020-03-28,468,2,52
Argentina,ARG,2020-01-22,0,0,0
Argentina,ARG,2020-01-23,0,0,0
Argentina,ARG,2020-01-24,0,0,0
Argentina,ARG,2020-01-25,0,0,0
Argentina,ARG,2020-01-26,0,0,0
Argentina,ARG,2020-01-27,0,0,0
Argentina,ARG,2020-01-28,0,0,0
Argentina,ARG,2020-01-29,0,0,0
Argentina,ARG,2020-01-30,0,0,0
Argentina,ARG,2020-01-31,0,0,0
Argentina,ARG,2020-02-01,0,0,0
Argentina,ARG,2020-02-02,0,0,0
Argentina,ARG,2020-02-03,0,0,0
Argentina,ARG,2020-02-04,0,0,0
Argentina,ARG,2020-02-05,0,0,0
Argentina,ARG,2020-02-06,0,0,0
Argentina,ARG,2020-02-07,0,0,0
Argentina,ARG,2020-02-08,0,0,0
Argentina,ARG,2020-02-09,0,0,0
Argentina,ARG,2020-02-10,0,0,0
Argentina,ARG,2020-02-11,0,0,0
Argentina,ARG,2020-02-12,0,0,0
Argentina,ARG,2020-02-13,0,0,0
Argentina,ARG,2020-02-14,0,0,0
Argentina,ARG,2020-02-15,0,0,0
Argentina,ARG,2020-02-16,0,0,0
Argentina,ARG,2020-02-17,0,0,0
Argentina,ARG,2020-02-18,0,0,0
Argentina,ARG,2020-02-19,0,0,0
Argentina,ARG,2020-02-20,0,0,0
Argentina,ARG,2020-02-21,0,0,0
Argentina,ARG,2020-02-22,0,0,0
Argentina,ARG,2020-02-23,0,0,0
Argentina,ARG,2020-02-24,0,0,0
Argentina,ARG,2020-02-25,0,0,0
Argentina,ARG,2020-02-26,0,0,0
Argentina,ARG,2020-02-27,0,0,0
Argentina,ARG,2020-02-28,0,0,0
Argentina,ARG,2020-02-29,0,0,0
Argentina,ARG,2020-03-01,0,0,0
Argentina,ARG,2020-03-02,0,0,0
Argentina,ARG,2020-03-03,1,0,0
Argentina,ARG,2020-03-04,1,0,0
Argentina,ARG,2020-03-05,1,0,0
Argentina,ARG,2020-03-06,2,0,0
Argentina,ARG,2020-03-07,8,0,0
Argentina,ARG,2020-03-08,12,1,0
Argentina,ARG,2020-03-09,12,1,0
Argentina,ARG,2020-03-10,17,1,0
Argentina,ARG,2020-03-11,19,1,0
Argentina,ARG,2020-03-12,19,1,0
Argentina,ARG,2020-03-13,31,2,0
Argentina,ARG,2020-03-14,34,2,1
Argentina,ARG,2020-03-15,45,2,1
Argentina,ARG,2020-03-16,56,2,1
Argentina,ARG,2020-03-17,68,2,3
Argentina,ARG,2020-03-18,79,2,3
Argentina,ARG,2020-03-19,97,3,3
Argentina,ARG,2020-03-20,128,3,3
Argentina,ARG,2020-03-21,158,4,3
Argentina,ARG,2020-03-22,266,4,3
Argentina,ARG,2020-03-23,301,4,3
Argentina,ARG,2020-03-24,387,6,52
Argentina,ARG,2020-03-25,387,8,52
Argentina,ARG,2020-03-26,502,9,63
Argentina,ARG,2020-03-27,589,13,72
Argentina,ARG,2020-03-28,690,18,72
Armenia,ARM,2020-01-22,0,0,0
Armenia,ARM,2020-01-23,0,0,0
Armenia,ARM,2020-01-24,0,0,0
Armenia,ARM,2020-01-25,0,0,0
Armenia,ARM,2020-01-26,0,0,0
Armenia,ARM,2020-01-27,0,0,0
Armenia,ARM,2020-01-28,0,0,0
Armenia,ARM,2020-01-29,0,0,0
Armenia,ARM,2020-01-30,0,0,0
Armenia,ARM,2020-01-31,0,0,0
Armenia,ARM,2020-02-01,0,0,0
Armenia,ARM,2020-02-02,0,0,0
Armenia,ARM,2020-02-03,0,0,0
Armenia,ARM,2020-02-04,0,0,0
Armenia,ARM,2020-02-05,0,0,0
Armenia,ARM,2020-02-06,0,0,0
Armenia,ARM,2020-02-07,0,0,0
Armenia,ARM,2020-02-08,0,0,0
Armenia,ARM,2020-02-09,0,0,0
Armenia,ARM,2020-02-10,0,0,0
Armenia,ARM,2020-02-11,0,0,0
Armenia,ARM,2020-02-12,0,0,0
Armenia,ARM,2020-02-13,0,0,0
Armenia,ARM,2020-02-14,0,0,0
Armenia,ARM,2020-02-15,0,0,0
Armenia,ARM,2020-02-16,0,0,0
Armenia,ARM,2020-02-17,0,0,0
Armenia,ARM,2020-02-18,0,0,0
Armenia,ARM,2020-02-19,0,0,0
Armenia,ARM,2020-02-20,0,0,0
Armenia,ARM,2020-02-21,0,0,0
Armenia,ARM,2020-02-22,0,0,0
Armenia,ARM,2020-02-23,0,0,0
Armenia,ARM,2020-02-24,0,0,0
Armenia,ARM,2020-02-25,0,0,0
Armenia,ARM,2020-02-26,0,0,0
Armenia,ARM,2020-02-27,0,0,0
Armenia,ARM,2020-02-28,0,0,0
Armenia,ARM,2020-02-29,0,0,0
Armenia,ARM,2020-03-01,1,0,0
Armenia,ARM,2020-03-02,1,0,0
Armenia,ARM,2020-03-03,1,0,0
Armenia,ARM,2020-03-04,1,0,0
Armenia,ARM,2020-03-05,1,0,0
Armenia,ARM,2020-03-06,1,0,0
Armenia,ARM,2020-03-07,1,0,0
Armenia,ARM,2020-03-08,1,0,0
Armenia,ARM,2020-03-09,1,0,0
Armenia,ARM,2020-03-10,1,0,0
Armenia,ARM,2020-03-11,1,0,0
Armenia,ARM,2020-03-12,4,0,0
Armenia,ARM,2020-03-13,8,0,0
Armenia,ARM,2020-03-14,18,0,0
Armenia,ARM,2020-03-15,26,0,0
Armenia,ARM,2020-03-16,52,0,0
Armenia,ARM,2020-03-17,78,0,1
Armenia,ARM,2020-03-18,84,0,1
Armenia,ARM,2020-03-19,115,0,1
Armenia,ARM,2020-03-20,136,0,1
Armenia,ARM,2020-03-21,160,0,1
Armenia,ARM,2020-03-22,194,0,2
Armenia,ARM,2020-03-23,235,0,2
Armenia,ARM,2020-03-24,249,0,14
Armenia,ARM,2020-03-25,265,0,16
Armenia,ARM,2020-03-26,290,1,18
Armenia,ARM,2020-03-27,329,1,28
Armenia,ARM,2020-03-28,407,1,30
Antigua and Barbuda,ATG,2020-01-22,0,0,0
Antigua and Barbuda,ATG,2020-01-23,0,0,0
Antigua and Barbuda,ATG,2020-01-24,0,0,0
Antigua and Barbuda,ATG,2020-01-25,0,0,0
Antigua and Barbuda,ATG,2020-01-26,0,0,0
Antigua and Barbuda,ATG,2020-01-27,0,0,0
Antigua and Barbuda,ATG,2020-01-28,0,0,0
Antigua and Barbuda,ATG,2020-01-29,0,0,0
Antigua and Barbuda,ATG,2020-01-30,0,0,0
Antigua and Barbuda,ATG,2020-01-31,0,0,0
Antigua and Barbuda,ATG,2020-02-01,0,0,0
Antigua and Barbuda,ATG,2020-02-02,0,0,0
Antigua and Barbuda,ATG,2020-02-03,0,0,0
Antigua and Barbuda,ATG,2020-02-04,0,0,0
Antigua and Barbuda,ATG,2020-02-05,0,0,0
Antigua and Barbuda,ATG,2020-02-06,0,0,0
Antigua and Barbuda,ATG,2020-02-07,0,0,0
Antigua and Barbuda,ATG,2020-02-08,0,0,0
Antigua and Barbuda,ATG,2020-02-09,0,0,0
Antigua and Barbuda,ATG,2020-02-10,0,0,0
Antigua and Barbuda,ATG,2020-02-11,0,0,0
Antigua and Barbuda,ATG,2020-02-12,0,0,0
Antigua and Barbuda,ATG,2020-02-13,0,0,0
Antigua and Barbuda,ATG,2020-02-14,0,0,0
Antigua and Barbuda,ATG,2020-02-15,0,0,0
Antigua and Barbuda,ATG,2020-02-16,0,0,0
Antigua and Barbuda,ATG,2020-02-17,0,0,0
Antigua and Barbuda,ATG,2020-02-18,0,0,0
Antigua and Barbuda,ATG,2020-02-19,0,0,0
Antigua and Barbuda,ATG,2020-02-20,0,0,0
Antigua and Barbuda,ATG,2020-02-21,0,0,0
Antigua and Barbuda,ATG,2020-02-22,0,0,0
Antigua and Barbuda,ATG,2020-02-23,0,0,0
Antigua and Barbuda,ATG,2020-02-24,0,0,0
Antigua and Barbuda,ATG,2020-02-25,0,0,0
Antigua and Barbuda,ATG,2020-02-26,0,0,0
Antigua and Barbuda,ATG,2020-02-27,0,0,0
Antigua and Barbuda,ATG,2020-02-28,0,0,0
Antigua and Barbuda,ATG,2020-02-29,0,0,0
Antigua and Barbuda,ATG,2020-03-01,0,0,0
Antigua and Barbuda,ATG,2020-03-02,0,0,0
Antigua and Barbuda,ATG,2020-03-03,0,0,0
Antigua and Barbuda,ATG,2020-03-04,0,0,0
Antigua and Barbuda,ATG,2020-03-05,0,0,0
Antigua and Barbuda,ATG,2020-03-06,0,0,0
Antigua and Barbuda,ATG,2020-03-07,0,0,0
Antigua and Barbuda,ATG,2020-03-08,0,0,0
Antigua and Barbuda,ATG,2020-03-09,0,0,0
Antigua and Barbuda,ATG,2020-03-10,0,0,0
Antigua and Barbuda,ATG,2020-03-11,0,0,0
Antigua and Barbuda,ATG,2020-03-12,0,0,0
Antigua and Barbuda,ATG,2020-03-13,1,0,0
Antigua and Barbuda,ATG,2020-03-14,1,0,0
Antigua and Barbuda,ATG,2020-03-15,1,0,0
Antigua and Barbuda,ATG,2020-03-16,1,0,0
Antigua and Barbuda,ATG,2020-03-17,1,0,0
Antigua and Barbuda,ATG,2020-03-18,1,0,0
Antigua and Barbuda,ATG,2020-03-19,1,0,0
Antigua and Barbuda,ATG,2020-03-20,1,0,0
Antigua and Barbuda,ATG,2020-03-21,1,0,0
Antigua and Barbuda,ATG,2020-03-22,1,0,0
Antigua and Barbuda,ATG,2020-03-23,3,0,0
Antigua and Barbuda,ATG,2020-03-24,3,0,0
Antigua and Barbuda,ATG,2020-03-25,3,0,0
Antigua and Barbuda,ATG,2020-03-26,7,0,0
Antigua and Barbuda,ATG,2020-03-27,7,0,0
Antigua and Barbuda,ATG,2020-03-28,7,0,0
Australia,AUS,2020-01-22,0,0,0
Australia,AUS,2020-01-23,0,0,0
Australia,AUS,2020-01-24,0,0,0
Australia,AUS,2020-01-25,0,0,0
Australia,AUS,2020-01-26,4,0,0
Australia,AUS,2020-01-27,5,0,0
Australia,AUS,2020-01-28,5,0,0
Australia,AUS,2020-01-29,6,0,0
Australia,AUS,2020-01-30,9,0,2
Australia,AUS,2020-01-31,9,0,2
Australia,AUS,2020-02-01,12,0,2
Australia,AUS,2020-02-02,12,0,2
Australia,AUS,2020-02-03,12,0,2
Australia,AUS,2020-02-04,13,0,2
Australia,AUS,2020-02-05,13,0,2
Australia,AUS,2020-02-06,14,0,2
Australia,AUS,2020-02-07,15,0,2
Australia,AUS,2020-02-08,15,0,2
Australia,AUS,2020-02-09,15,0,2
Australia,AUS,2020-02-10,15,0,2
Australia,AUS,2020-02-11,15,0,2
Australia,AUS,2020-02-12,15,0,2
Australia,AUS,2020-02-13,15,0,8
Australia,AUS,2020-02-14,15,0,8
Australia,AUS,2020-02-15,15,0,8
Australia,AUS,2020-02-16,15,0,8
Australia,AUS,2020-02-17,15,0,10
Australia,AUS,2020-02-18,15,0,10
Australia,AUS,2020-02-19,15,0,10
Australia,AUS,2020-02-20,15,0,10
Australia,AUS,2020-02-21,15,0,11
Australia,AUS,2020-02-22,15,0,11
Australia,AUS,2020-02-23,15,0,11
Australia,AUS,2020-02-24,15,0,11
Australia,AUS,2020-02-25,15,0,11
Australia,AUS,2020-02-26,15,0,11
Australia,AUS,2020-02-27,15,0,11
Australia,AUS,2020-02-28,15,0,11
Australia,AUS,2020-02-29,25,0,11
Australia,AUS,2020-03-01,27,1,11
Australia,AUS,2020-03-02,30,1,11
Australia,AUS,2020-03-03,39,1,11
Australia,AUS,2020-03-04,52,2,11
Australia,AUS,2020-03-05,55,2,21
Australia,AUS,2020-03-06,60,2,21
Australia,AUS,2020-03-07,63,2,21
Australia,AUS,2020-03-08,76,3,21
Australia,AUS,2020-03-09,91,3,21
Australia,AUS,2020-03-10,107,3,21
Australia,AUS,2020-03-11,128,3,21
Australia,AUS,2020-03-12,128,3,21
Australia,AUS,2020-03-13,200,3,23
Australia,AUS,2020-03-14,250,3,23
Australia,AUS,2020-03-15,297,3,23
Australia,AUS,2020-03-16,377,3,23
Australia,AUS,2020-03-17,452,5,23
Australia,AUS,2020-03-18,568,6,23
Australia,AUS,2020-03-19,681,6,26
Australia,AUS,2020-03-20,791,7,26
Australia,AUS,2020-03-21,1071,7,26
Australia,AUS,2020-03-22,1549,7,88
Australia,AUS,2020-03-23,1682,7,88
Australia,AUS,2020-03-24,2044,8,115
Australia,AUS,2020-03-25,2364,8,119
Australia,AUS,2020-03-26,2810,13,172
Australia,AUS,2020-03-27,3143,13,194
Australia,AUS,2020-03-28,3640,14,244
Austria,AUT,2020-01-22,0,0,0
Austria,AUT,2020-01-23,0,0,0
Austria,AUT,2020-01-24,0,0,0
Austria,AUT,2020-01-25,0,0,0
Austria,AUT,2020-01-26,0,0,0
Austria,AUT,2020-01-27,0,0,0
